#"Step","Potential Energy","Kinetic Energy","Total Energy","Temperature (R.U.)"
87000,-15.241795063018799,100.81038427352905,85.56858921051025,1.0501081695155183
88000,-15.535546459257603,114.89720730483532,99.36166084557772,1.1968459094249013
89000,11.759862773120403,99.81851161643863,111.57837438955903,1.0397761626708306
90000,6.9105117451399565,111.76874738186598,118.67925912700593,1.164257785227317
91000,7.772844180464745,92.14299806021154,99.91584224067628,0.9598228964601629
92000,-4.047622188925743,104.66419062763453,100.61656843870878,1.0902519857041015
93000,0.522059335373342,90.58037643134594,91.10243576671928,0.9435455878261525
94000,-21.79580929223448,119.29039607197046,97.49458677973598,1.2426082924158748
95000,11.682846284005791,92.74814615771174,104.43099244171754,0.9661265224757875
96000,4.76746379584074,86.313570484519,91.08103428035975,0.8990996925467226
97000,6.5283377058804035,95.2819656431675,101.8103033490479,0.9925204754492747
98000,31.579586282372475,87.52867100015283,119.1082572825253,0.91175698958457
99000,26.45121878758073,97.85214219987392,124.30336098745465,1.019293147914956
100000,17.31590062379837,94.6048243790865,111.92072500288486,0.9854669206151003
101000,12.395167456008494,92.0320920906961,104.42725954670459,0.9586676259443774
102000,0.6265298798680305,91.84911453723907,92.4756444171071,0.9567616097625342
103000,-7.949782572686672,95.88912153989077,87.9393389672041,0.9988450160401395
104000,-25.819748155772686,89.52881759405136,63.709069438278675,0.9325918499376716
105000,-28.071056731045246,73.60316242277622,45.532105691730976,0.766699608570287
106000,-38.761271111667156,85.58172446489334,46.820453353226185,0.8914762965089583
107000,-19.958095841109753,73.43172070384026,53.4736248627305,0.7649137573313713
108000,-19.342270839959383,86.4836340546608,67.14136321470141,0.9008711880690321
109000,-26.049732151906937,97.31702846288681,71.26729631097987,1.0137190464880093
110000,-43.10140682384372,107.45729179680347,64.35588497295976,1.1193467895495999
111000,-20.7887122631073,98.1242301017046,77.3355178385973,1.0221273968923579
112000,20.07718324661255,87.48362899571657,107.56081224232912,0.9112878020383591
113000,2.664558459073305,85.74067293480039,88.40523139387369,0.893132009737156
114000,-12.250275172293186,73.60716214030981,61.356886968016624,0.766741272294595
115000,-13.12007412314415,101.94259031116962,88.82251618802547,1.0619019824076033
116000,-13.779919954016805,95.31458970159292,81.53466974757612,0.9928603093912061
117000,-1.351676657795906,86.82658468186855,85.47490802407265,0.9044435904357783
118000,4.1491978876292706,92.88508766889572,97.03428555652499,0.9675529965506201
119000,13.192944213747978,91.66354331374168,104.85648752748966,0.9548285761844371
120000,25.928106287494302,89.83540923893452,115.76351552642882,0.9357855129052033
121000,3.122436171397567,95.80708361044526,98.92951978184283,0.9979904542750826
122000,-10.613477975130081,94.23543240129948,83.6219544261694,0.9816190875131536
123000,-0.3242626190185547,107.05515544116497,106.73089282214642,1.115157869178367
124000,3.6188282119110227,87.34948853589594,90.96831674780697,0.9098905055818948
125000,-4.573177408427,102.5295101441443,97.9563327357173,1.0680157306677536
126000,-0.3642410486936569,98.41020934376866,98.045968295075,1.025106347330524
127000,-2.174882173538208,103.48864921182394,101.31376703828573,1.0780067626227459
128000,-14.570571482181549,99.79682745784521,85.22625597566366,1.0395502860188157
129000,1.1858049221336842,88.82289139926434,90.00869632139802,0.9252384520753096
130000,19.1687771640718,93.53063705563545,112.69941421970725,0.9742774693291563
131000,-2.75076718069613,99.22407932579517,96.47331214509904,1.0335841596432969
132000,-6.81819050014019,93.10813266038895,86.28994216024876,0.9698763818786736
133000,4.433521814644337,97.56976937875152,102.00329119339585,1.016351764361599
134000,8.414189770817757,101.3380262106657,109.75221598148346,1.055604439694023
135000,14.445506557822227,95.99490541219711,110.44041197001934,0.9999469313766636
136000,20.82079435279593,94.93722081370652,115.75801516650245,0.9889293834757242
137000,5.867165610194206,103.62616261467338,109.49332822486758,1.079439193902427
138000,27.218045097775757,81.19316153600812,108.41120663378388,0.8457620993330882
139000,-2.232214003801346,96.38884406536818,94.15663006156683,1.0040504590138606
140000,9.334916649386287,92.72199515998363,102.05691180936992,0.965854116249453
141000,2.5685634203255177,100.37669637426734,102.94525979459286,1.045590587231544
142000,27.296046540141106,118.50543509423733,145.80148163437843,1.234431615564491
143000,28.192369230091572,97.36445729061961,125.55682652071118,1.0142130967768923
144000,-2.4114087000489235,117.38593499362469,114.97452629357576,1.222770156183114
145000,33.059356704354286,88.17628034949303,121.23563705384731,0.9185029203068612
146000,46.026543378829956,84.64693726599216,130.67348064482212,0.8817389298537415
147000,34.285855673253536,85.68152916431427,119.9673848375678,0.8925159287945925
148000,32.094432055950165,98.34125964343548,130.43569169938564,1.0243881212853871
149000,26.07603816781193,99.58901358023286,125.66505174804479,1.0373855581270213
150000,29.977233216166496,90.07268295437098,120.04991617053747,0.9382571141076653
151000,56.29006487503648,91.0656327418983,147.35569761693478,0.9486003410610709
152000,48.339417066425085,102.3915139362216,150.73093100264668,1.0665782701685596
153000,35.94231010694057,105.09892422705889,141.04123433399945,1.0947804606981035
154000,37.236657415982336,90.23921550810337,127.4758729240857,0.9399918282090438
155000,24.06277998164296,100.64154385402799,124.70432383567095,1.0483494151457164
156000,36.661974819377065,81.1318324059248,117.79380722530186,0.845123254228054
157000,33.50361678889021,101.75757802277803,135.26119481166825,1.0599747710701914
158000,35.785101655870676,109.73964836448431,145.524750020355,1.1431213371295994
159000,27.78259266074747,123.50921593606472,151.2918085968122,1.2865543326668396
160000,31.39973896741867,105.04041287489235,136.44015184231102,1.0941709674463689
161000,14.450094107538462,109.33160040527582,123.78169451281428,1.1388708375545125
162000,-0.11682839086279273,92.12813644111156,92.01130805024877,0.9596680879278715
163000,19.69355110824108,85.69845813512802,105.3920092433691,0.892692272240569
164000,12.681559883058071,77.68034029006958,90.36190017312765,0.8091702113545761
165000,18.294762186706066,77.3283616900444,95.62312387675047,0.8055037676043153
166000,6.785426642745733,84.02075810171664,90.80618474446237,0.8752162302258739
167000,12.261084392666817,80.59702240675688,92.8581067994237,0.8395523167367236
168000,9.433689266443253,93.29540503304452,102.72909429948777,0.9718271357605016
169000,28.75567717757076,89.93120089173317,118.68687806930393,0.9367833426218555
170000,21.25487844273448,89.74235778301954,110.99723622575402,0.9348162269060892
171000,14.055149523541331,98.80951048247516,112.86466000601649,1.0292657341920484
172000,26.534326061606407,103.45157156139612,129.98589762300253,1.0776205370974563
173000,40.33756469190121,104.83049533702433,145.16806002892554,1.0919843264269111
174000,28.76220402494073,97.24121078103781,126.00341480597854,1.0129292789687492
175000,15.49982708785683,109.54756660014391,125.04739368800074,1.141120485417721
176000,16.791771173477173,123.76952350884676,140.56129468232393,1.2892658698833181
177000,35.790483916178346,94.89531712979078,130.68580104596913,0.9884928867682687
178000,46.05713740736246,101.52894655615091,147.58608396351337,1.0575931932928266
179000,46.457678149454296,108.93085199967027,155.38853014912456,1.134696374996123
180000,26.31616728939116,92.54552937857807,118.86169666796923,0.9640159310264792
181000,25.310320295393467,78.42164847254753,103.731968767941,0.8168921715887184
182000,16.52559746336192,102.21029326319695,118.73589072655886,1.0646905548245533
183000,31.495445854961872,98.49297976493835,129.98842561990023,1.025968539217708
184000,18.00034672021866,111.2829399742186,129.28328669443727,1.1591972913976587
185000,33.64285230636597,95.68684959039092,129.3297018967569,0.9967380165661837
186000,5.91260302066803,119.68309976160526,125.59570278227329,1.246698955849569
187000,32.117274064570665,92.45550295710564,124.5727770216763,0.9630781558028084
188000,-13.177028506994247,98.77744866907597,85.60042016208172,1.0289317569691403
189000,-5.616736747324467,102.9295144751668,97.31277772784233,1.0721824424492363
190000,-2.6469689160585403,116.9513033926487,114.30433447659016,1.218242743672949
191000,6.317511474713683,108.26278599351645,114.58029746823013,1.1277373540986904
192000,16.56489910557866,98.00569233298302,114.57059143856168,1.0208926284681752
193000,6.703352853655815,86.85057993978262,93.55393279343843,0.9046935410390498
194000,-8.01765195839107,97.26201931410469,89.24436735571362,1.013146034521529
195000,-12.53812974318862,106.43006723187864,93.89193748869002,1.1086465336649707
196000,-5.250836968421936,98.23283288348466,92.98199591506273,1.023258675869233
197000,8.529952272772789,93.33142142556608,101.86137369833887,0.9722023065159344
198000,8.184361067600548,104.23857207596302,112.42293314356357,1.0858184591241917
199000,-1.6411255896091461,106.95813605189323,105.31701046228409,1.1141472505401204
200000,3.7559947799891233,102.4151259213686,106.17112070135772,1.066824228347174
201000,-9.818557687103748,94.77071745693684,84.95215976983309,0.987194973509374
202000,2.4325370639562607,83.00466251838952,85.43719958234578,0.8646319012328874
203000,-19.376111149787903,93.84149998426437,74.46538883447647,0.9775156248357063
204000,-7.260881274938583,71.96783934906125,64.70695807412267,0.7496649932190959
205000,-22.592342473566532,96.47604078054428,73.88369830697775,1.004958758130278
206000,-18.650724537670612,102.63370418548584,83.98297964781523,1.0691010852650609
207000,-4.5373095497488976,92.3380219610408,87.8007124112919,0.9618543954271334
208000,-19.32174564152956,99.07220608089119,79.75046043936163,1.0320021466755478
209000,-27.048004806041718,92.60613295435905,65.55812814831734,0.9646472182741975
210000,-11.231343289837241,89.96435500308871,78.73301171325147,0.9371286979484756
211000,-25.429138161242008,92.08721509575844,66.65807693451643,0.9592418239137765
212000,-29.50960709527135,83.45970173552632,53.950094640254974,0.8693718930780604
213000,-40.195109978318214,86.00063237547874,45.80552239716053,0.8958399205775545
214000,-27.545917131006718,79.86460791900754,52.31869078800082,0.8319229991560043
215000,-20.76696074102074,87.04548229277134,66.2785215517506,0.9067237738826814
216000,-11.57975582871586,85.71965358406305,74.13989775534719,0.8929130581669755
217000,-8.353246614336967,101.73368421941996,93.38043760508299,1.0597258772852116
218000,-13.937979027628899,92.59007535874844,78.65209633111954,0.9644799516532537
219000,-15.833627250045538,109.75335944257677,93.91973219253123,1.1432641608597292
220000,0.751100666821003,96.6268835067749,97.3779841735959,1.006530036528513
221000,-15.26510314643383,107.08192474395037,91.81682159751654,1.115436716082382
222000,-22.366833679378033,97.16543735563755,74.79860367625952,1.0121399724541633
223000,-21.412992529571056,102.10664810240269,80.69365557283163,1.063610917732947
224000,-17.25189585611224,95.21054422110319,77.95864836499095,0.9917765023027717
225000,-10.929220939055085,99.39899431914091,88.46977338008583,1.0354061908239809
226000,-2.6628560796380043,92.26825143396854,89.60539535433054,0.9611276191034644
227000,11.14576916769147,93.57487411051989,104.72064327821136,0.9747382719842023
228000,-2.391468107700348,106.56639194488525,104.1749238371849,1.1100665827587888
229000,-12.249509352259338,103.82692989706993,91.5774205448106,1.0815305197607237
230000,-14.478503182530403,103.19386477768421,88.71536159515381,1.0749360914337915
231000,-3.4400896206498146,83.78799641132355,80.34790679067373,0.8727916292842801
232000,-35.11332960985601,89.7326698936522,54.61934028379619,0.9347153113918463
233000,-27.974918505176902,89.14239996671677,61.167481461539865,0.9285666663196045
234000,-38.1319597363472,87.3268805295229,49.1949207931757,0.909655005515509
235000,-29.350528366863728,86.5446755476296,57.19414718076587,0.9015070369541236
236000,-30.09872309677303,89.88221020251513,59.7834871057421,0.936273022942501
237000,-34.30699123814702,88.69979144074023,54.39280020259321,0.923956160840684
238000,-25.66938342154026,80.94089938700199,55.27151596546173,0.8431343686142755
239000,-27.665501911193132,106.66614080965519,79.00063889846206,1.1111056334334752
240000,-15.142624451778829,104.02614213526249,88.88351768348366,1.0836056472418953
241000,-3.330150682479143,100.26024352014065,96.9300928376615,1.0443775366677246
242000,-26.316999515518546,103.34933681041002,77.03233729489148,1.0765555917746847
243000,-12.347517933696508,89.04476462304592,76.69724668934941,0.9275496314897002
244000,4.06708724424243,107.26124611869454,111.32833336293697,1.1173046470692993
245000,29.10958773829043,102.39478303864598,131.5043707769364,1.0666123233188134
246000,36.7807059045881,86.76733300462365,123.54803890921175,0.9038263854644775
247000,16.9866474699229,97.90125155448914,114.88789902441204,1.0198047036921978
248000,-2.323340892791748,89.8869196921587,87.56357879936695,0.9363220801262883
249000,-18.960663018748164,99.98148761689663,81.02082459814847,1.0414738293422674
250000,-24.168164283037186,79.11305864527822,54.94489436224103,0.8240943608879936
251000,-16.464506508782506,93.21716558933258,76.75265908055007,0.9710121415551694
252000,-14.21876872703433,94.36353871226311,80.14476998522878,0.9829535282523577
253000,-12.411161866039038,86.08071852102876,73.66955665498972,0.8966741512603668
254000,-23.33907998353243,80.36113214492798,57.02205216139555,0.8370951265093403
255000,-19.052647979930043,95.8371053263545,76.78445734642446,0.9983031804824704
256000,-3.091122057288885,88.59958939440548,85.5084673371166,0.9229123895246975
257000,-27.448062270879745,94.23650622367859,66.78844395279884,0.981630273162936
258000,-10.720998980104923,83.92615467496216,73.20515569485724,0.8742307778638485
259000,-16.328056938014925,69.72722418606281,53.39916724804789,0.7263252519378712
260000,-12.849695198237896,77.21823365986347,64.36853846162558,0.8043566006232644
261000,-9.891219317913055,86.25365027785301,76.36243095993996,0.8984755237272855
262000,-4.814413584768772,96.87492333352566,92.06050974875689,1.0091137847238323
263000,1.5952781736850739,73.89038975536823,75.4856679290533,0.7696915599514524
264000,-25.626537078991532,120.61128723621368,94.98475015722215,1.2563675753767365
265000,16.53462270461023,77.92938060313463,94.46400330774486,0.8117643812823361
266000,8.138210473582149,87.23272235319018,95.37093282677233,0.9086741911787103
267000,4.330636903643608,89.82691369764507,94.15755060128868,0.9356970176834382
268000,11.35428448393941,94.6662320420146,106.02051652595401,0.9861065837706011
269000,-4.498359299264848,107.34917128458619,102.85081198532134,1.1182205342140037
270000,17.246929466258734,87.6645675888285,104.91149705508724,0.9131725790499411
271000,16.06779628060758,94.1067361086607,110.17453238926828,0.9802785011315003
272000,42.89215849339962,94.70051207952201,137.59267057292163,0.9864636674946365
273000,41.69518878497183,101.96020589023829,143.65539467521012,1.0620854780229017
274000,34.568175891414285,102.88819539546967,137.45637128688395,1.071752035369058
275000,22.63409855030477,101.31881253793836,123.95291108824313,1.05540429726978
276000,12.068615388125181,94.24575405195355,106.31436944007874,0.9817266047074671
277000,27.09710262157023,86.29439716041088,113.39149978198111,0.8988999704205963
278000,2.348757192492485,96.58175833523273,98.93051552772522,1.0060599826582821
279000,2.4803018793463707,88.18033168837428,90.66063356772065,0.9185451217535409
280000,5.9657797226682305,94.39678280241787,100.3625625250861,0.9832998208581363
281000,9.594117066822946,99.88318710029125,109.4773041671142,1.0404498656276284
282000,7.791073629632592,108.57697491534054,116.36804854497313,1.1310101553676897
283000,2.1165684275329113,106.54220166429877,108.65877009183168,1.1098146006693463
284000,4.510777287185192,97.35803630948067,101.86881359666586,1.014146211556695
285000,24.53687367774546,92.76108603551984,117.2979597132653,0.9662613128696218
286000,15.377766035497189,106.4802370518446,121.85800308734179,1.1091691359562823
287000,2.4227807223796844,107.44101807428524,109.86379879666492,1.1191772716067017
288000,23.131303694099188,118.06016180664301,141.1914655007422,1.229793352152052
289000,29.89085854589939,105.24077834561467,135.13163689151406,1.0962581077663922
290000,15.897277945652604,102.23099438846111,118.12827233411372,1.0649061915460547
291000,14.78946727141738,108.72913561016321,123.51860288158059,1.1325951626054256
292000,-4.022881060838699,103.32742812484503,99.30454706400633,1.0763273763000496
293000,13.081263281404972,93.68562436848879,106.76688764989376,0.9758919205047113
294000,5.556104664690793,107.61991496384144,113.17601962853223,1.1210407808729115
295000,-3.1142251901328564,101.61433999240398,98.50011480227113,1.0584827082537958
296000,-11.05195181351155,110.59311362728477,99.54116181377321,1.1520116002837675
297000,4.850368297658861,95.1384389847517,99.98880728241056,0.9910254060907774
298000,28.31872968468815,92.56213338673115,120.8808630714193,0.9641888894447405
299000,26.117497438564897,106.3518648929894,132.4693623315543,1.107831925968208
300000,10.360746830701828,113.52142572402954,123.88217255473137,1.1825148512915136
301000,10.397085916250944,94.57424256205559,104.97132847830653,0.9851483600210285
302000,17.085196241736412,104.36948690284044,121.45468314457685,1.0871821552374976
303000,17.241746053099632,83.36133280210197,100.6030788552016,0.8683472166882239
304000,-3.223047785460949,99.03675140999258,95.81370362453163,1.0316328271870205
305000,9.59107531607151,77.99606497585773,87.58714029192924,0.8124590101648681
306000,-1.9224129617214203,98.5259200334549,96.60350707173347,1.0263116670147552
307000,19.788223400712013,105.90939486026764,125.69761826097965,1.103222863127358
308000,8.46983714774251,87.13576449081302,95.60560163855553,0.9076642134456152
309000,-9.73764225654304,91.36117966100574,81.6235374044627,0.9516789548017722
310000,-8.863433569669724,88.73168067634106,79.86824710667133,0.9242883403781925
311000,-25.329731311649084,103.62454448640347,78.29481317475438,1.0794223383996153
312000,-19.867592038586736,96.5461351275444,76.67854308895767,1.0056889075781956
313000,-4.285571616142988,84.99628428928554,80.71071267314255,0.8853779613463794
314000,-12.284191690385342,90.16411875933409,77.87992706894875,0.939209570409364
315000,-3.454528578557074,88.20265986956656,84.74813129100949,0.9187777069742937
316000,-20.598017189651728,105.97544805333018,85.37743086367846,1.1039109172217594
317000,-32.305270824581385,100.16923426650465,67.86396344192326,1.043429523609017
318000,-29.809995464980602,94.76350011117756,64.95350464619696,0.9871197928243817
319000,-28.51182734966278,89.06732099689543,60.55549364723265,0.9277845937172993
320000,-17.834358241409063,95.20021641254425,77.36585817113519,0.9916689209636161
321000,-20.31010732613504,86.31557453796268,66.00546721182764,0.8991205681034274
322000,-17.857134483754635,102.10170497745275,84.24457049369812,1.063559426848052
323000,-10.328681574203074,89.52539080381393,79.19670922961086,0.9325561542060317
324000,0.27415207028388977,82.65926910936832,82.93342117965221,0.8610340532222511
325000,-10.298021994531155,83.23800398781896,72.9399819932878,0.8670625415394428
326000,-25.403211527504027,81.58184973150492,56.17863820400089,0.8498109347028451
327000,-25.36629009246826,81.85489612258971,56.488606030121446,0.8526551679433105
328000,-17.775681607425213,83.33990682661533,65.56422521919012,0.8681240294435714
329000,-34.17983101680875,109.11699914932251,74.93716813251376,1.1366354078049998
330000,-25.02584072202444,91.59543720632792,66.56959648430347,0.954119137565544
331000,-10.58162304200232,81.84420092403889,71.26257788203657,0.8525437596250729
332000,-16.037664469331503,84.54002321511507,68.50235874578357,0.8806252418237721
333000,-28.177401039749384,73.37735898792744,45.19995794817805,0.7643474894572797
334000,-34.80173201858997,88.18421421945095,53.38248220086098,0.9185855647855894
335000,-3.472423903644085,86.2590869218111,82.78666301816702,0.8985321554351821
336000,-15.556697738356888,87.74971472471952,72.19301698636264,0.9140595283821388
337000,-17.379875728860497,84.50313077121973,67.12325504235923,0.8802409455331959
338000,1.7178516052663326,88.07317399978638,89.79102560505271,0.9174288958307505
339000,8.85720693692565,112.03325948864222,120.89046642556787,1.1670131196729017
340000,26.882165955845267,98.6522206813097,125.53438663715497,1.0276272987632422
341000,15.44343626871705,105.7915721423924,121.23500841110945,1.1019955431494912
342000,10.48962339758873,89.96101978421211,100.45064318180084,0.9370939560851776
343000,12.020080383401364,92.6921054944396,104.71218587784097,0.9655427655667029
344000,11.76029927097261,96.75504647195339,108.515345742926,1.0078650674157883
345000,20.200431246310472,88.69080881774426,108.89124006405473,0.9238625918511426
346000,-2.4261459540575743,106.4885672070086,104.06242125295103,1.1092559084059073
347000,12.562950026243925,88.7961541339755,101.35910416021943,0.9249599388952177
348000,-6.910199671983719,89.37960892915726,82.46940925717354,0.9310375930116919
349000,-9.446767032146454,79.27941276924685,69.83264573710039,0.8258272163459994
350000,-19.006345473229885,98.00403026491404,78.99768479168415,1.0208753152591235
351000,-8.049306847155094,89.65105440095067,81.60174755379558,0.9338651500095388
352000,27.61168809607625,85.74884063005447,113.36052872613072,0.8932170898960528
353000,7.19554091244936,90.6970793493092,97.89262026175857,0.9447612432216027
354000,20.121014969423413,98.07841090485454,118.19942587427795,1.0216501135918368
355000,10.841751581057906,88.29106716066599,99.1328187417239,0.919698616256579
356000,7.92878214083612,110.61874786019325,118.54753000102937,1.1522786235432307
357000,8.3012870028615,93.12953026592731,101.43081726878881,0.9700992736030315
358000,7.943633258342743,100.18730817735195,108.1309414356947,1.0436177935136761
359000,23.695892855525017,92.37079326063395,116.06668611615896,0.9621957631312287
360000,15.741935014724731,85.02774161100388,100.76967662572861,0.8857056417809452
361000,14.033155805431306,87.12609432637691,101.15925013180822,0.9075634825660724
362000,-0.6819929406046867,97.71986224502325,97.03786930441856,1.0179152317185955
363000,0.8543981201946735,103.2511957064271,104.10559382662177,1.0755332886081963
364000,14.115082623902708,79.95365809649229,94.068740720395,0.8328506051714701
365000,-16.250781090930104,101.9152507930994,85.6644697021693,1.0616171957610383
366000,-13.314178340137005,91.56880700681359,78.25462866667658,0.9538417396539365
367000,2.2231223210692406,97.09463156014681,99.31775388121605,1.0114024120844685
368000,0.5050926133990288,87.95887817814946,88.46397079154849,0.9162383143553664
369000,2.567222590558231,105.16358625143766,107.7308088419959,1.0954540234520487
370000,-9.455600863322616,98.46669908985496,89.01109822653234,1.0256947821855895
371000,-5.879078008234501,96.43395659327507,90.55487858504057,1.004520381179557
372000,-11.543595850467682,99.64410410821438,88.1005082577467,1.0379594177934952
373000,5.064254514873028,95.03590998798609,100.10016450285912,0.9899573957078026
374000,-7.45668236259371,98.65642750263214,91.19974514003843,1.0276711198186843
375000,-11.972387811169028,93.373285504058,81.40089769288898,0.972638390666892
376000,6.224422705359757,78.3193929195404,84.54381562490016,0.815827009578228
377000,-24.018935278058052,108.98762397340033,84.96868869534228,1.1352877497224778
378000,6.193048898130655,102.06706596910954,108.26011486724019,1.0631986038444765
379000,-18.84830693155527,102.95451092720032,84.10620399564505,1.0724428221579185
380000,-2.9174218084663153,85.8101659938693,82.89274418540299,0.8938558957691236
